Category,Description,Amount,Date
entertainment,amusement park entry,323.16,2021-07-15
entertainment,escape room experience,219.91,2021-05-18
entertainment,escape room experience,185.49,2022-09-30
entertainment,amc movie ticket,304.38,2024-12-28
entertainment,disney plus annual fee,46.16,2024-02-11
entertainment,hulu ad-free plan,233.81,2021-04-20
entertainment,virtual reality arcade,323.38,2022-11-01
entertainment,escape room experience,231.12,2022-06-11
entertainment,hulu ad-free plan,155.52,2021-07-17
entertainment,playstation game purchase,303.69,2020-04-14
entertainment,spotify family plan,108.86,2021-11-03
entertainment,spotify family plan,81.62,2021-09-11
entertainment,virtual reality arcade,452.68,2024-09-11
entertainment,virtual reality arcade,21.86,2022-04-06
entertainment,playstation game purchase,308.99,2023-10-21
entertainment,bowling alley session,405.17,2021-01-10
entertainment,netflix monthly subscription,60.89,2021-12-26
entertainment,bowling alley session,158.79,2020-04-19
entertainment,spotify family plan,320.82,2022-02-05
entertainment,netflix monthly subscription,258.72,2020-01-20
entertainment,steam video game,138.9,2022-08-25
entertainment,playstation game purchase,291.7,2020-12-14
entertainment,playstation game purchase,278.67,2020-06-17
entertainment,disney plus annual fee,474.15,2022-08-31
entertainment,spotify family plan,284.7,2021-09-23
entertainment,virtual reality arcade,416.26,2023-08-24
entertainment,playstation game purchase,373.29,2024-10-16
entertainment,live concert ticketmaster,491.68,2021-05-09
entertainment,spotify family plan,322.11,2023-04-10
entertainment,amc movie ticket,291.9,2020-06-17
entertainment,playstation game purchase,123.36,2021-08-30
entertainment,bowling alley session,311.42,2021-07-18
entertainment,playstation game purchase,382.82,2024-08-28
entertainment,steam video game,139.96,2020-06-05
entertainment,escape room experience,451.35,2024-04-27
entertainment,live concert ticketmaster,186.12,2023-02-13
entertainment,virtual reality arcade,9.12,2020-11-21
entertainment,virtual reality arcade,310.26,2024-04-26
entertainment,live concert ticketmaster,310.61,2023-03-19
entertainment,amusement park entry,404.45,2021-10-28
entertainment,virtual reality arcade,150.05,2020-02-22
entertainment,playstation game purchase,440.29,2022-12-09
entertainment,escape room experience,327.73,2022-12-03
entertainment,hulu ad-free plan,45.87,2023-05-01
entertainment,escape room experience,429.27,2020-08-28
entertainment,amc movie ticket,288.28,2020-12-27
entertainment,steam video game,452.97,2024-11-03
entertainment,steam video game,401.19,2022-01-28
entertainment,disney plus annual fee,341.75,2021-08-23
entertainment,amusement park entry,408.75,2023-09-23
entertainment,steam video game,217.21,2022-11-16
entertainment,bowling alley session,330.17,2023-11-01
entertainment,virtual reality arcade,272.17,2023-09-19
entertainment,escape room experience,33.23,2022-10-27
entertainment,steam video game,393.86,2022-08-18
entertainment,netflix monthly subscription,229.12,2020-08-26
entertainment,hulu ad-free plan,93.77,2022-09-07
entertainment,virtual reality arcade,153.27,2022-05-28
entertainment,amusement park entry,487.09,2023-01-07
entertainment,steam video game,103.87,2021-06-24
entertainment,amc movie ticket,91.4,2023-02-15
entertainment,escape room experience,411.16,2022-10-08
entertainment,amusement park entry,412.84,2020-05-14
entertainment,hulu ad-free plan,420.72,2022-06-18
entertainment,bowling alley session,65.89,2021-10-26
entertainment,spotify family plan,79.04,2020-10-26
entertainment,amc movie ticket,397.52,2022-05-23
entertainment,netflix monthly subscription,201.65,2020-02-23
entertainment,escape room experience,310.73,2020-02-12
entertainment,playstation game purchase,335.06,2022-07-26
entertainment,bowling alley session,449.09,2020-11-21
entertainment,live concert ticketmaster,74.49,2021-07-18
entertainment,escape room experience,170.57,2020-03-19
entertainment,netflix monthly subscription,346.48,2020-10-05
entertainment,hulu ad-free plan,92.51,2022-03-09
entertainment,playstation game purchase,187.06,2021-09-19
entertainment,disney plus annual fee,468.12,2024-06-08
entertainment,amc movie ticket,160.78,2023-07-31
entertainment,bowling alley session,281.35,2020-01-15
entertainment,escape room experience,463.8,2023-02-21
entertainment,netflix monthly subscription,78.04,2023-09-07
entertainment,live concert ticketmaster,76.79,2023-08-05
entertainment,amc movie ticket,328.23,2023-04-24
entertainment,spotify family plan,303.63,2023-12-29
entertainment,spotify family plan,377.85,2023-09-04
entertainment,virtual reality arcade,274.68,2024-02-11
entertainment,hulu ad-free plan,130.7,2023-09-01
entertainment,live concert ticketmaster,118.49,2023-11-03
entertainment,playstation game purchase,462.66,2021-11-17
entertainment,escape room experience,276.78,2023-09-11
entertainment,playstation game purchase,222.64,2020-06-28
entertainment,amc movie ticket,328.16,2021-11-21
entertainment,disney plus annual fee,395.24,2024-09-18
entertainment,escape room experience,344.15,2024-09-24
entertainment,playstation game purchase,248.54,2022-02-24
entertainment,virtual reality arcade,465.78,2024-08-06
entertainment,amusement park entry,42.72,2020-10-20
entertainment,spotify family plan,156.12,2023-04-06
entertainment,disney plus annual fee,166.5,2024-06-13
entertainment,virtual reality arcade,283.74,2021-03-03
entertainment,hulu ad-free plan,130.52,2020-05-29
entertainment,disney plus annual fee,485.56,2024-11-09
entertainment,amc movie ticket,192.44,2023-04-23
entertainment,live concert ticketmaster,328.41,2023-12-04
entertainment,netflix monthly subscription,47.05,2023-05-09
entertainment,hulu ad-free plan,375.21,2023-07-05
entertainment,netflix monthly subscription,193.41,2021-07-18
entertainment,playstation game purchase,75.85,2022-07-14
entertainment,bowling alley session,421.01,2022-12-10
entertainment,steam video game,146.19,2023-12-19
entertainment,live concert ticketmaster,51.06,2021-07-30
entertainment,amc movie ticket,239.53,2022-08-11
entertainment,escape room experience,331.55,2021-05-19
entertainment,amc movie ticket,379.15,2020-05-18
entertainment,netflix monthly subscription,419.19,2022-05-09
entertainment,playstation game purchase,397.09,2020-02-22
entertainment,netflix monthly subscription,155.87,2023-03-12
entertainment,live concert ticketmaster,459.06,2024-03-24
entertainment,playstation game purchase,264.67,2023-07-01
entertainment,hulu ad-free plan,103.86,2024-10-08
entertainment,netflix monthly subscription,3.79,2021-04-18
entertainment,spotify family plan,268.91,2024-03-05
entertainment,playstation game purchase,406.41,2024-11-22
entertainment,escape room experience,22.88,2024-04-09
entertainment,escape room experience,193.74,2022-08-26
entertainment,netflix monthly subscription,196.8,2020-07-11
entertainment,hulu ad-free plan,403.61,2023-05-21
entertainment,playstation game purchase,223.89,2024-08-21
entertainment,virtual reality arcade,380.61,2021-11-30
entertainment,spotify family plan,198.06,2020-05-23
entertainment,playstation game purchase,466.25,2020-11-13
entertainment,disney plus annual fee,269.61,2023-08-08
entertainment,netflix monthly subscription,440.86,2020-06-30
entertainment,amusement park entry,305.94,2023-04-30
entertainment,escape room experience,463.35,2023-08-17
entertainment,netflix monthly subscription,371.26,2022-10-07
entertainment,disney plus annual fee,478.33,2020-08-29
entertainment,steam video game,4.3,2023-10-28
entertainment,disney plus annual fee,147.18,2021-11-29
entertainment,amc movie ticket,484.94,2020-07-09
entertainment,playstation game purchase,15.35,2021-12-19
entertainment,live concert ticketmaster,253.4,2022-08-19
entertainment,amc movie ticket,354.01,2023-11-02
entertainment,spotify family plan,310.77,2024-10-05
entertainment,disney plus annual fee,48.92,2024-10-02
entertainment,live concert ticketmaster,29.12,2020-04-03
entertainment,amc movie ticket,130.83,2023-08-04
entertainment,virtual reality arcade,45.23,2022-01-03
entertainment,escape room experience,236.19,2023-12-11
entertainment,amc movie ticket,411.2,2022-01-25
entertainment,playstation game purchase,107.68,2024-04-07
entertainment,hulu ad-free plan,439.99,2021-02-14
entertainment,steam video game,116.37,2023-08-19
entertainment,amc movie ticket,83.19,2020-08-13
entertainment,amc movie ticket,373.48,2021-06-16
entertainment,bowling alley session,9.22,2022-01-06
entertainment,amusement park entry,285.06,2023-11-05
entertainment,bowling alley session,394.46,2021-08-17
entertainment,spotify family plan,122.66,2024-03-17
entertainment,amusement park entry,250.19,2021-03-23
entertainment,steam video game,309.09,2022-10-30
entertainment,netflix monthly subscription,263.67,2020-02-18
entertainment,netflix monthly subscription,455.11,2023-03-03
entertainment,steam video game,181.06,2023-05-26
entertainment,amc movie ticket,458.21,2020-07-16
entertainment,spotify family plan,489.9,2023-11-19
entertainment,amusement park entry,309.66,2022-06-29
entertainment,spotify family plan,100.06,2023-03-07
entertainment,steam video game,110.73,2024-08-31
entertainment,netflix monthly subscription,421.32,2022-06-02
entertainment,disney plus annual fee,476.99,2022-06-08
entertainment,virtual reality arcade,63.51,2024-06-27
entertainment,bowling alley session,275.03,2021-03-25
entertainment,steam video game,414.78,2023-04-29
entertainment,amusement park entry,280.23,2021-10-24
entertainment,bowling alley session,461.15,2022-02-19
entertainment,amc movie ticket,333.45,2024-01-13
entertainment,bowling alley session,497.43,2020-01-21
entertainment,virtual reality arcade,182.19,2020-09-10
entertainment,live concert ticketmaster,452.38,2021-11-10
entertainment,bowling alley session,357.45,2023-04-08
entertainment,amusement park entry,173.61,2023-10-13
entertainment,steam video game,414.0,2021-08-17
entertainment,netflix monthly subscription,84.97,2021-02-11
entertainment,spotify family plan,39.42,2020-08-17
entertainment,bowling alley session,316.76,2020-09-06
entertainment,live concert ticketmaster,295.28,2020-08-18
entertainment,amc movie ticket,438.95,2023-08-16
entertainment,amc movie ticket,95.89,2023-05-27
entertainment,escape room experience,130.68,2020-06-13
entertainment,disney plus annual fee,360.18,2020-01-30
entertainment,live concert ticketmaster,276.34,2021-03-25
entertainment,bowling alley session,105.14,2023-12-29
entertainment,steam video game,346.33,2021-09-28
entertainment,amc movie ticket,178.1,2022-08-05
entertainment,live concert ticketmaster,272.24,2022-02-03
entertainment,virtual reality arcade,7.37,2021-10-03
entertainment,hulu ad-free plan,469.11,2024-06-14
entertainment,escape room experience,201.72,2022-04-01
entertainment,netflix monthly subscription,237.13,2023-02-08
entertainment,amusement park entry,260.93,2024-11-12
entertainment,disney plus annual fee,485.81,2023-08-19
entertainment,virtual reality arcade,35.54,2023-06-07
entertainment,playstation game purchase,136.75,2022-01-13
entertainment,disney plus annual fee,187.81,2022-11-26
entertainment,netflix monthly subscription,107.45,2022-12-05
entertainment,amc movie ticket,135.34,2021-06-15
entertainment,live concert ticketmaster,448.28,2020-03-29
entertainment,escape room experience,69.76,2023-04-20
entertainment,live concert ticketmaster,447.33,2024-01-10
entertainment,live concert ticketmaster,149.58,2022-11-30
entertainment,playstation game purchase,74.75,2022-09-07
entertainment,live concert ticketmaster,188.56,2021-11-13
entertainment,amusement park entry,79.18,2022-02-14
entertainment,netflix monthly subscription,458.17,2022-03-16
entertainment,amc movie ticket,141.69,2020-04-23
entertainment,netflix monthly subscription,399.72,2023-01-10
entertainment,disney plus annual fee,298.26,2020-07-08
entertainment,amc movie ticket,102.55,2023-05-11
entertainment,spotify family plan,331.83,2021-08-27
entertainment,amusement park entry,319.26,2024-06-13
entertainment,amc movie ticket,359.23,2020-04-03
entertainment,spotify family plan,37.51,2021-01-21
entertainment,steam video game,57.21,2020-12-26
entertainment,virtual reality arcade,131.46,2023-02-12
entertainment,hulu ad-free plan,207.24,2024-05-20
entertainment,playstation game purchase,184.8,2023-11-02
entertainment,playstation game purchase,107.92,2023-01-20
entertainment,netflix monthly subscription,98.12,2020-01-26
entertainment,spotify family plan,94.25,2022-03-14
entertainment,amusement park entry,107.94,2023-12-19
entertainment,escape room experience,209.65,2021-09-15
entertainment,disney plus annual fee,251.94,2022-08-01
entertainment,hulu ad-free plan,434.09,2023-09-08
shopping,amazon electronics purchase,430.0,2021-08-09
shopping,amazon electronics purchase,1528.67,2024-08-07
shopping,apple store airpods,1211.84,2021-01-31
shopping,walmart grocery run,770.03,2022-03-04
shopping,ebay vintage item,2513.1,2022-01-02
shopping,apple store airpods,2896.36,2024-03-08
shopping,apple store airpods,581.23,2023-09-02
shopping,costco wholesale bulk,806.18,2024-02-07
shopping,apple store airpods,2242.44,2020-11-02
shopping,best buy new laptop,1952.91,2023-02-20
shopping,costco wholesale bulk,1147.78,2022-09-09
shopping,ikea kitchenware set,2078.65,2022-11-23
shopping,ikea kitchenware set,1591.56,2020-06-21
shopping,ebay vintage item,1722.91,2021-01-24
shopping,walmart grocery run,2912.95,2021-01-19
shopping,apple store airpods,1254.81,2022-03-23
shopping,nike running shoes,1474.16,2024-06-05
shopping,adidas sportswear order,1506.87,2021-11-01
shopping,target clothes shopping,2884.11,2024-08-20
shopping,apple store airpods,2656.35,2024-01-21
shopping,amazon electronics purchase,164.9,2020-01-26
shopping,ikea kitchenware set,1739.27,2020-04-06
shopping,ikea kitchenware set,2730.43,2021-06-28
shopping,nike running shoes,1268.22,2023-03-19
shopping,walmart grocery run,2272.13,2024-02-02
shopping,target clothes shopping,2161.82,2020-01-09
shopping,etsy handmade decor,1055.66,2024-04-22
shopping,target clothes shopping,2269.01,2023-09-11
shopping,adidas sportswear order,508.17,2023-11-15
shopping,costco wholesale bulk,1102.38,2021-06-26
shopping,macy's handbag sale,100.76,2024-07-20
shopping,nike running shoes,995.53,2024-04-07
shopping,etsy handmade decor,2888.7,2024-04-10
shopping,macy's handbag sale,93.33,2023-06-06
shopping,adidas sportswear order,1590.03,2022-06-26
shopping,best buy new laptop,1420.38,2020-08-27
shopping,apple store airpods,942.78,2020-10-06
shopping,apple store airpods,1248.59,2022-07-21
shopping,costco wholesale bulk,2169.84,2024-02-19
shopping,apple store airpods,1691.61,2022-03-25
shopping,amazon electronics purchase,2753.41,2023-02-27
shopping,nike running shoes,650.19,2023-04-20
shopping,macy's handbag sale,787.01,2020-09-05
shopping,amazon electronics purchase,1569.24,2024-09-01
shopping,best buy new laptop,1686.94,2023-03-18
shopping,macy's handbag sale,1204.81,2020-07-06
shopping,apple store airpods,1329.8,2020-12-19
shopping,apple store airpods,1976.35,2024-07-23
shopping,costco wholesale bulk,1222.97,2023-05-25
shopping,ikea kitchenware set,218.03,2024-07-20
shopping,walmart grocery run,1384.84,2021-01-07
shopping,etsy handmade decor,2799.35,2023-03-19
shopping,costco wholesale bulk,166.29,2023-10-28
shopping,best buy new laptop,1297.24,2024-09-05
shopping,nike running shoes,2626.96,2021-02-12
shopping,ebay vintage item,2201.85,2023-05-07
shopping,apple store airpods,1198.66,2020-02-09
shopping,best buy new laptop,290.09,2021-08-10
shopping,walmart grocery run,1743.33,2020-03-07
shopping,target clothes shopping,908.73,2024-05-25
shopping,nike running shoes,14.57,2021-11-15
shopping,nike running shoes,2850.07,2021-06-11
shopping,etsy handmade decor,572.79,2024-01-08
shopping,apple store airpods,1016.53,2020-07-26
shopping,apple store airpods,1461.75,2024-01-08
shopping,walmart grocery run,1413.33,2024-09-07
shopping,apple store airpods,2482.1,2020-04-26
shopping,best buy new laptop,1361.81,2022-01-18
shopping,etsy handmade decor,328.09,2021-07-19
shopping,etsy handmade decor,763.88,2024-06-12
shopping,costco wholesale bulk,2662.31,2021-07-27
shopping,macy's handbag sale,1433.18,2020-05-22
shopping,apple store airpods,1225.31,2024-09-04
shopping,apple store airpods,57.06,2021-06-29
shopping,macy's handbag sale,2399.31,2021-11-21
shopping,apple store airpods,415.42,2023-08-02
shopping,amazon electronics purchase,2784.59,2021-09-13
shopping,amazon electronics purchase,1028.73,2024-09-10
shopping,ikea kitchenware set,2261.69,2022-11-04
shopping,walmart grocery run,843.87,2022-04-18
shopping,ebay vintage item,2860.02,2020-06-09
shopping,ebay vintage item,1613.75,2022-02-26
shopping,amazon electronics purchase,1934.08,2023-07-20
shopping,target clothes shopping,1492.19,2023-12-10
shopping,macy's handbag sale,2374.24,2020-11-09
shopping,apple store airpods,2188.29,2024-11-17
shopping,best buy new laptop,921.68,2021-07-13
shopping,walmart grocery run,1363.89,2022-02-16
shopping,target clothes shopping,303.15,2020-07-10
shopping,adidas sportswear order,2848.89,2024-05-09
shopping,ebay vintage item,1525.53,2023-11-19
shopping,amazon electronics purchase,1777.79,2024-02-13
shopping,amazon electronics purchase,2622.51,2020-09-11
shopping,amazon electronics purchase,596.51,2022-05-01
shopping,target clothes shopping,851.19,2024-10-28
shopping,etsy handmade decor,1838.96,2021-07-13
shopping,nike running shoes,277.35,2021-04-04
shopping,adidas sportswear order,2068.76,2023-05-13
shopping,walmart grocery run,1625.57,2021-01-30
shopping,apple store airpods,1353.33,2024-03-24
shopping,ikea kitchenware set,2901.54,2020-09-12
shopping,ikea kitchenware set,641.74,2020-08-16
shopping,nike running shoes,2225.43,2021-05-17
shopping,macy's handbag sale,1733.07,2023-03-03
shopping,ikea kitchenware set,2781.28,2023-04-23
shopping,ikea kitchenware set,1341.95,2023-12-23
shopping,target clothes shopping,23.18,2021-03-26
shopping,adidas sportswear order,1039.15,2023-04-26
shopping,ikea kitchenware set,544.2,2021-04-05
shopping,nike running shoes,1966.82,2021-09-06
shopping,walmart grocery run,2006.96,2020-07-22
shopping,etsy handmade decor,1326.92,2020-09-24
shopping,adidas sportswear order,1455.26,2022-12-25
shopping,macy's handbag sale,2733.95,2024-08-04
shopping,nike running shoes,2163.36,2022-10-12
shopping,target clothes shopping,1375.59,2022-10-14
shopping,macy's handbag sale,1649.42,2020-01-31
shopping,walmart grocery run,2243.41,2022-10-10
shopping,macy's handbag sale,2462.86,2024-11-25
shopping,ebay vintage item,764.24,2024-12-03
shopping,costco wholesale bulk,2714.87,2020-07-29
shopping,costco wholesale bulk,1830.22,2022-11-17
shopping,ebay vintage item,1423.71,2024-10-06
shopping,apple store airpods,1899.6,2024-07-09
shopping,walmart grocery run,677.67,2021-03-12
shopping,ikea kitchenware set,2318.03,2020-12-06
shopping,best buy new laptop,1898.68,2022-02-26
shopping,nike running shoes,2494.32,2020-05-31
shopping,etsy handmade decor,59.65,2020-05-26
shopping,costco wholesale bulk,1997.11,2023-09-11
shopping,walmart grocery run,1686.68,2022-03-31
shopping,macy's handbag sale,1455.8,2020-06-14
shopping,amazon electronics purchase,1788.83,2020-11-15
shopping,ebay vintage item,1895.75,2020-11-08
shopping,costco wholesale bulk,854.31,2021-06-19
shopping,adidas sportswear order,2753.76,2023-09-07
shopping,costco wholesale bulk,1382.1,2021-11-16
shopping,nike running shoes,1938.3,2023-06-02
shopping,amazon electronics purchase,231.58,2024-02-02
shopping,adidas sportswear order,278.73,2022-12-25
shopping,best buy new laptop,2349.75,2023-11-26
shopping,macy's handbag sale,940.04,2022-08-24
shopping,amazon electronics purchase,2459.67,2023-08-23
shopping,etsy handmade decor,2908.03,2022-01-02
shopping,nike running shoes,1324.49,2022-02-15
shopping,adidas sportswear order,2363.24,2021-06-17
shopping,walmart grocery run,2792.69,2021-02-22
shopping,apple store airpods,138.76,2022-07-04
shopping,costco wholesale bulk,1195.31,2023-01-02
shopping,costco wholesale bulk,2596.05,2023-11-01
shopping,macy's handbag sale,336.62,2023-12-18
shopping,apple store airpods,2803.19,2022-12-29
shopping,apple store airpods,1313.13,2020-08-06
shopping,costco wholesale bulk,557.38,2022-04-21
shopping,adidas sportswear order,27.88,2023-11-22
shopping,ikea kitchenware set,1955.64,2024-12-15
shopping,target clothes shopping,2908.45,2024-06-24
shopping,ikea kitchenware set,2591.71,2022-07-14
shopping,costco wholesale bulk,2098.88,2024-01-13
shopping,apple store airpods,1383.17,2024-02-25
shopping,etsy handmade decor,2150.33,2020-06-07
shopping,etsy handmade decor,1871.74,2024-07-23
shopping,nike running shoes,2194.86,2023-08-23
shopping,macy's handbag sale,2639.79,2020-05-27
shopping,adidas sportswear order,1104.94,2021-07-20
shopping,ebay vintage item,2394.37,2023-02-10
shopping,amazon electronics purchase,2616.58,2023-06-10
shopping,apple store airpods,2037.53,2020-06-26
shopping,adidas sportswear order,2580.0,2021-07-23
shopping,ebay vintage item,785.33,2023-01-01
shopping,nike running shoes,1681.44,2021-09-21
shopping,ikea kitchenware set,2940.31,2024-10-09
shopping,costco wholesale bulk,854.03,2023-04-20
shopping,apple store airpods,2123.53,2022-02-10
shopping,costco wholesale bulk,822.27,2021-07-14
shopping,adidas sportswear order,892.86,2022-01-30
shopping,ikea kitchenware set,2402.26,2020-11-13
shopping,walmart grocery run,2609.19,2021-02-04
shopping,ebay vintage item,315.23,2020-07-31
shopping,ikea kitchenware set,1697.52,2020-06-11
shopping,macy's handbag sale,1081.85,2023-07-12
shopping,costco wholesale bulk,158.64,2022-05-30
shopping,best buy new laptop,923.33,2022-10-27
shopping,costco wholesale bulk,431.4,2021-06-17
shopping,best buy new laptop,19.34,2021-11-19
shopping,ikea kitchenware set,1620.38,2022-11-01
shopping,amazon electronics purchase,151.21,2023-01-17
shopping,ebay vintage item,1855.59,2023-08-23
shopping,adidas sportswear order,1991.3,2023-10-18
shopping,target clothes shopping,1845.2,2021-01-11
shopping,macy's handbag sale,2437.22,2024-04-20
shopping,target clothes shopping,1885.77,2020-04-24
shopping,best buy new laptop,2614.67,2024-07-11
shopping,apple store airpods,2524.42,2022-01-26
shopping,etsy handmade decor,1776.01,2020-05-01
shopping,adidas sportswear order,367.21,2022-06-29
shopping,etsy handmade decor,1168.46,2020-05-01
shopping,best buy new laptop,1851.49,2023-02-01
shopping,etsy handmade decor,2149.4,2020-03-11
shopping,walmart grocery run,568.49,2024-06-02
shopping,ikea kitchenware set,2787.07,2020-08-02
shopping,costco wholesale bulk,832.89,2023-10-05
shopping,nike running shoes,2937.36,2024-08-28
shopping,etsy handmade decor,2724.6,2023-11-23
shopping,walmart grocery run,672.48,2023-04-11
shopping,costco wholesale bulk,1285.74,2023-06-15
shopping,etsy handmade decor,429.75,2022-06-14
shopping,amazon electronics purchase,536.88,2023-12-31
shopping,target clothes shopping,1010.92,2023-09-14
shopping,macy's handbag sale,1955.63,2021-02-23
shopping,etsy handmade decor,180.32,2021-11-07
shopping,apple store airpods,1092.53,2024-04-18
shopping,amazon electronics purchase,1100.26,2021-12-17
shopping,target clothes shopping,157.74,2021-04-24
shopping,walmart grocery run,654.06,2023-06-01
shopping,walmart grocery run,2454.13,2021-03-03
shopping,ebay vintage item,1486.57,2021-07-21
shopping,amazon electronics purchase,1067.31,2023-04-10
shopping,etsy handmade decor,453.22,2021-05-26
shopping,amazon electronics purchase,768.55,2021-08-30
shopping,best buy new laptop,737.36,2022-12-13
shopping,best buy new laptop,2946.39,2021-05-04
shopping,walmart grocery run,2591.26,2022-06-01
shopping,costco wholesale bulk,2132.11,2020-02-19
shopping,ikea kitchenware set,2949.1,2024-06-19
shopping,macy's handbag sale,1673.82,2021-09-07
shopping,nike running shoes,2285.27,2022-09-30
shopping,target clothes shopping,344.02,2023-12-21
shopping,macy's handbag sale,1594.34,2020-09-02
shopping,nike running shoes,1815.04,2020-03-01
shopping,target clothes shopping,2506.36,2023-12-23
shopping,ikea kitchenware set,323.96,2021-04-29
shopping,target clothes shopping,1256.28,2024-07-04
shopping,macy's handbag sale,1896.28,2022-09-23
shopping,ikea kitchenware set,2397.88,2024-11-05
shopping,adidas sportswear order,2613.98,2023-01-10
shopping,walmart grocery run,2713.91,2020-12-17
shopping,amazon electronics purchase,414.8,2021-08-22
shopping,adidas sportswear order,65.59,2021-02-09
shopping,adidas sportswear order,1447.32,2021-01-13
shopping,macy's handbag sale,1668.22,2021-04-17
shopping,apple store airpods,2817.5,2021-10-31
shopping,macy's handbag sale,482.47,2023-01-15
shopping,etsy handmade decor,1313.19,2022-10-17
shopping,target clothes shopping,860.02,2020-03-02
shopping,costco wholesale bulk,2342.9,2020-01-15
shopping,etsy handmade decor,528.75,2023-07-03
shopping,nike running shoes,2841.29,2024-02-12
shopping,best buy new laptop,2443.89,2024-08-03
shopping,etsy handmade decor,535.86,2023-04-12
shopping,walmart grocery run,557.64,2021-04-25
shopping,apple store airpods,1356.59,2020-10-17
shopping,best buy new laptop,2642.93,2022-11-14
shopping,etsy handmade decor,259.53,2021-03-04
shopping,target clothes shopping,2112.1,2023-11-22
shopping,amazon electronics purchase,1766.03,2023-01-01
shopping,ebay vintage item,476.77,2023-04-18
shopping,macy's handbag sale,2792.93,2022-07-15
shopping,etsy handmade decor,962.28,2023-05-24
shopping,costco wholesale bulk,2772.19,2023-04-17
shopping,best buy new laptop,744.43,2023-06-07
shopping,nike running shoes,1826.6,2024-11-23
shopping,etsy handmade decor,1599.78,2022-03-13
shopping,walmart grocery run,1383.19,2020-06-02
shopping,apple store airpods,2570.75,2021-06-21
shopping,nike running shoes,2113.34,2023-12-18
shopping,adidas sportswear order,266.87,2022-03-16
shopping,etsy handmade decor,2267.42,2020-12-17
shopping,best buy new laptop,89.71,2022-04-09
shopping,adidas sportswear order,1388.61,2021-01-29
shopping,amazon electronics purchase,227.19,2021-10-11
shopping,adidas sportswear order,1032.63,2022-02-25
shopping,ebay vintage item,437.13,2021-04-02
shopping,macy's handbag sale,1405.12,2024-05-22
shopping,adidas sportswear order,2954.46,2024-04-23
shopping,etsy handmade decor,257.03,2020-12-18
shopping,macy's handbag sale,2591.63,2021-05-04
shopping,amazon electronics purchase,400.73,2023-07-01
shopping,walmart grocery run,2154.34,2024-07-28
shopping,etsy handmade decor,1262.3,2022-06-21
shopping,ebay vintage item,1797.44,2022-08-23
shopping,adidas sportswear order,1995.32,2020-10-02
shopping,nike running shoes,2738.04,2021-03-22
shopping,adidas sportswear order,1280.75,2021-08-04
shopping,target clothes shopping,1569.41,2021-06-03
shopping,amazon electronics purchase,621.32,2022-06-05
shopping,nike running shoes,1011.61,2023-09-17
shopping,nike running shoes,2119.07,2020-11-06
shopping,walmart grocery run,755.23,2022-07-10
shopping,costco wholesale bulk,2292.38,2021-02-17
shopping,target clothes shopping,2129.83,2024-04-17
shopping,macy's handbag sale,651.26,2021-03-27
shopping,walmart grocery run,2051.48,2023-03-24
shopping,amazon electronics purchase,2400.14,2021-11-26
shopping,etsy handmade decor,2182.8,2023-03-12
shopping,amazon electronics purchase,196.27,2021-12-18
shopping,target clothes shopping,1083.99,2020-07-27
shopping,adidas sportswear order,1241.25,2024-12-05
shopping,macy's handbag sale,2889.05,2023-11-06
shopping,target clothes shopping,2113.3,2022-07-11
miscellaneous,car insurance premium,1088.54,2024-07-05
miscellaneous,financial advisor fee,1067.31,2022-01-01
miscellaneous,birthday gift purchase,1819.71,2020-01-07
miscellaneous,charity donation red cross,904.67,2023-01-25
miscellaneous,language learning app,590.77,2021-10-11
miscellaneous,gym monthly membership,872.97,2020-06-28
miscellaneous,charity donation red cross,1619.13,2020-06-14
miscellaneous,birthday gift purchase,1720.02,2021-04-27
miscellaneous,language learning app,1566.8,2022-11-28
miscellaneous,charity donation red cross,240.27,2024-12-06
miscellaneous,financial advisor fee,1213.35,2023-03-10
miscellaneous,online course fee coursera,289.18,2020-05-10
miscellaneous,birthday gift purchase,1683.94,2020-01-02
miscellaneous,student loan monthly payment,827.18,2021-05-18
miscellaneous,charity donation red cross,457.89,2022-01-30
miscellaneous,gym monthly membership,607.91,2023-11-18
miscellaneous,paypal transfer to friend,433.99,2023-08-27
miscellaneous,personal savings deposit,1387.06,2022-10-09
miscellaneous,personal savings deposit,254.68,2024-03-04
miscellaneous,personal savings deposit,1903.67,2023-07-03
miscellaneous,birthday gift purchase,1052.36,2024-06-11
miscellaneous,gym monthly membership,547.86,2022-11-28
miscellaneous,birthday gift purchase,1259.78,2024-05-14
miscellaneous,charity donation red cross,1816.8,2021-07-26
miscellaneous,paypal transfer to friend,246.39,2021-01-11
miscellaneous,credit card debt payment,1673.65,2020-10-16
miscellaneous,financial advisor fee,382.9,2023-12-29
miscellaneous,investment robinhood stocks,1958.93,2022-08-27
miscellaneous,credit card debt payment,904.51,2022-07-23
miscellaneous,car insurance premium,877.87,2023-07-22
miscellaneous,charity donation red cross,1368.28,2024-02-13
miscellaneous,investment robinhood stocks,1947.7,2022-05-26
miscellaneous,language learning app,1646.7,2022-06-13
miscellaneous,credit card debt payment,1090.52,2020-06-20
miscellaneous,financial advisor fee,256.3,2021-07-23
miscellaneous,birthday gift purchase,660.73,2020-02-03
miscellaneous,financial advisor fee,307.12,2024-12-17
miscellaneous,charity donation red cross,646.07,2020-06-09
miscellaneous,online course fee coursera,1308.91,2021-12-22
miscellaneous,financial advisor fee,486.95,2022-05-19
